0.90035,0.98936,0.91902,0.96157,0.88515,0.87299,0.98676,0.78615,0.97373,0.88341,0.82262,0.84086,0.34933,0.63678,0.60378,0.49088,0.48741,0.30504,0.67673,0.78789,0.69931,0.74533,0.67065,0.55775,0.69409,0.64894,0.71407,0.75662,0.67759,0.58033,0.65588,0.66978,0.72536,0.72449,0.75315,0.67412,0.5482,0.57859,0.55688,0.35975,0.51433,0.35541,0.45267,0.4987,0.38406,0.59422,0.48914,0.48307
0.98936,0.90035,0.80612,0.8591,0.79744,0.78267,0.92076,0.63591,0.86604,0.79049,0.71841,0.75228,0.48046,0.72102,0.70538,0.6307,0.61941,0.4822,0.7436,0.83044,0.75836,0.78354,0.74446,0.67499,0.7271,0.66544,0.72623,0.76444,0.71233,0.62983,0.68888,0.69757,0.74186,0.74794,0.76096,0.69844,0.71494,0.71146,0.69062,0.53604,0.67933,0.53865,0.62896,0.66109,0.5812,0.71667,0.65936,0.6472
0.91902,0.80612,0.90035,0.95897,0.87907,0.85823,0.98415,0.7792,0.96591,0.87386,0.80525,0.81915,0.33456,0.59249,0.54038,0.43617,0.39362,0.27725,0.62549,0.77573,0.64286,0.70973,0.61073,0.49957,0.68194,0.54472,0.56036,0.64459,0.59857,0.41533,0.54907,0.57772,0.62288,0.65241,0.68628,0.57599,0.33977,0.31285,0.15827,0.067955,0.23383,0.11659,0.16522,0.19996,0.13048,0.24164,0.18954,0.22254
0.96157,0.8591,0.95897,0.90035,0.80352,0.80178,0.94768,0.70799,0.91468,0.82175,0.75488,0.76791,0.19127,0.36843,0.28506,0.20604,0.19648,0.11138,0.36322,0.67846,0.39188,0.54559,0.40925,0.2373,0.60204,0.45007,0.48654,0.58294,0.42922,0.31546,0.39883,0.41359,0.49175,0.52996,0.58641,0.47264,0.60899,0.58988,0.37104,0.2703,0.42141,0.29201,0.38146,0.44399,0.34412,0.52736,0.41099,0.3997
0.88515,0.79744,0.87907,0.80352,0.90035,0.87125,0.99023,0.78441,0.97894,0.87733,0.82436,0.83739,0.40143,0.63157,0.53517,0.4492,0.36756,0.25206,0.60551,0.77312,0.6498,0.71581,0.6168,0.45354,0.64546,0.51693,0.56904,0.68281,0.44485,0.33891,0.43096,0.47178,0.53951,0.57686,0.62028,0.49436,0.53343,0.5152,0.41272,0.21646,0.30156,0.17738,0.28767,0.3198,0.25727,0.40404,0.29809,0.30677
0.87299,0.78267,0.85823,0.80178,0.87125,0.90035,0.99544,0.78962,0.98068,0.91554,0.8261,0.8452,0.30851,0.54299,0.46049,0.32935,0.24772,0.12006,0.49349,0.74967,0.54993,0.66023,0.51346,0.36149,0.63417,0.50999,0.55254,0.64373,0.44312,0.28419,0.37538,0.4327,0.52822,0.54733,0.60638,0.46483,0.6142,0.5977,0.45962,0.27812,0.40838,0.24251,0.32501,0.36409,0.27204,0.47004,0.37017,0.3858
0.98676,0.92076,0.98415,0.94768,0.99023,0.99544,0.90035,0.5178,0.84954,0.7627,0.65328,0.70104,0.30069,0.53691,0.45614,0.33543,0.2868,0.17304,0.42228,0.72275,0.52909,0.64633,0.50304,0.33196,0.57425,0.42835,0.49609,0.59683,0.39449,0.23556,0.30417,0.34672,0.43443,0.47699,0.5343,0.3832,0.68367,0.67152,0.56991,0.37191,0.50217,0.33804,0.38493,0.41185,0.36583,0.56817,0.46222,0.43878
0.78615,0.63591,0.7792,0.70799,0.78441,0.78962,0.5178,0.90035,0.99891,0.98589,0.93986,0.95549,0.15219,0.34151,0.28072,0.18346,0.14264,0.060139,0.23209,0.55515,0.26075,0.42662,0.28941,0.17477,0.36496,0.27464,0.33109,0.43791,0.22775,0.13135,0.16348,0.13309,0.25814,0.29548,0.35193,0.2208,0.73057,0.73491,0.69149,0.47438,0.62636,0.51086,0.50391,0.5673,0.44138,0.67325,0.59075,0.57165
0.97373,0.86604,0.96591,0.91468,0.97894,0.98068,0.84954,0.99891,0.90035,0.81394,0.73665,0.7601,0.29896,0.54125,0.47785,0.3337,0.27898,0.15132,0.47351,0.72362,0.4353,0.61594,0.46135,0.31112,0.57946,0.50043,0.56557,0.65154,0.43356,0.29983,0.37451,0.34846,0.42575,0.45441,0.55601,0.40578,0.68802,0.6967,0.62375,0.38841,0.57078,0.42054,0.45093,0.49522,0.3363,0.57512,0.48567,0.49783
0.88341,0.79049,0.87386,0.82175,0.87733,0.91554,0.7627,0.98589,0.81394,0.90035,0.82002,0.83912,0.52215,0.70625,0.68454,0.61507,0.51607,0.35888,0.70452,0.80786,0.69496,0.73144,0.65849,0.53083,0.46917,0.32154,0.37972,0.50912,0.30938,0.18519,0.25554,0.24598,0.2538,0.22601,0.34585,0.21385,0.74273,0.7462,0.70365,0.54212,0.68107,0.5317,0.60465,0.6333,0.49262,0.65762,0.56296,0.58728
