signal,subject,freq,condition
0.0353043829457823,21,5.5,1
0.166773323104788,1,6,1
-0.067688565953949,2,6,1
0.0656959883587576,3,6,1
0.0365492500613694,4,6,1
0.150163138451348,5,6,1
0.376041115525164,6,6,1
0.134953210509377,7,6,1
0.10533897997013,8,6,1
-0.0547812466077604,9,6,1
-0.467050560125008,10,6,1
-0.0567224166865214,11,6,1
0.00356543206014043,12,6,1
0.0995462629786596,13,6,1
-0.0651545099745112,14,6,1
-0.0585872228720617,15,6,1
-0.189553531173292,16,6,1
0.318875931166925,17,6,1
0.21873096329937,18,6,1
-0.0281627132100217,19,6,1
-0.134264693460322,20,6,1
0.0580008113224039,21,6,1
0.162987871592503,1,6.5,1
-0.0716094583056753,2,6.5,1
0.0737470370590972,3,6.5,1
0.0117414644396194,4,6.5,1
0.185030249291006,5,6.5,1
0.380401124830894,6,6.5,1
0.14192424444231,7,6.5,1
0.143119174158844,8,6.5,1
-0.101512169121215,9,6.5,1
-0.476164130985741,10,6.5,1
-0.0617930084349814,11,6.5,1
0.000877045208683143,12,6.5,1
0.0516596364750087,13,6.5,1
-0.0574688580645127,14,6.5,1
-0.0901556702656729,15,6.5,1
-0.206878666068381,16,6.5,1
0.167106872033825,17,6.5,1
0.198396978048839,18,6.5,1
0.00973078542781398,19,6.5,1
-0.155838532141325,20,6.5,1
0.0701462565953753,21,6.5,1
0.159499151096874,1,7,1
-0.0786567684290894,2,7,1
0.0777758171730803,3,7,1
-0.00219956667245447,4,7,1
0.21124772574878,5,7,1
0.345238477144248,6,7,1
0.146385481154342,7,7,1
0.147184312492054,8,7,1
-0.137971924323207,9,7,1
-0.477468687024946,10,7,1
-0.0322838336443966,11,7,1
0.0269042715856852,12,7,1
-0.0203271200791668,13,7,1
-0.0398339938455755,14,7,1
-0.0842632587091798,15,7,1
-0.21465125856272,16,7,1
0.0145065148369931,17,7,1
0.185561707308838,18,7,1
0.0490947958644601,19,7,1
-0.172409004254059,20,7,1
0.0657868898309137,21,7,1
0.154655973078026,1,7.5,1
-0.0831664432497891,2,7.5,1
0.0843641022556608,3,7.5,1
-0.0106009900835115,4,7.5,1
0.242068025639098,5,7.5,1
0.275851824431196,6,7.5,1
0.148266305319433,7,7.5,1
0.126034097515785,8,7.5,1
-0.142075961313645,9,7.5,1
-0.464379031949313,10,7.5,1
0.0251649127329874,11,7.5,1
0.0532105996679744,12,7.5,1
-0.0884246522413415,13,7.5,1
-0.0141230908677526,14,7.5,1
-0.0663683606841273,15,7.5,1
-0.202176252151701,16,7.5,1
-0.0902139863840948,17,7.5,1
0.178482700991371,18,7.5,1
0.0881043940556803,19,7.5,1
-0.184096351725765,20,7.5,1
0.0458132462294005,21,7.5,1
0.145079132319408,1,8,1
-0.0816604762126182,2,8,1
0.0947722875013996,3,8,1
-0.0201595627312008,4,8,1
0.267820917275533,5,8,1
0.201436372658391,6,8,1
0.143126016115713,7,8,1
0.0873738719359006,8,8,1
-0.115448721250578,9,8,1
-0.429814456256703,10,8,1
0.103283809749245,11,8,1
0.0719294572605793,12,8,1
-0.120850504190384,13,8,1
0.0125605331450461,14,8,1
-0.0517229285498002,15,8,1
-0.171748602427123,16,8,1
-0.140473062286318,17,8,1
0.176366369426032,18,8,1
0.122249287204689,19,8,1
-0.191123138633237,20,8,1
0.025672898011471,21,8,1
0.128608983942596,1,8.5,1
-0.0718794599899714,2,8.5,1
0.105592720248391,3,8.5,1
-0.0302617811381229,4,8.5,1
0.262298913125483,5,8.5,1
0.137696959876275,6,8.5,1
0.134880020295083,7,8.5,1
0.0376537534701091,8,8.5,1
-0.0735093990896345,9,8.5,1
-0.385920505138545,10,8.5,1
0.175754496178195,11,8.5,1
0.0798306595949514,12,8.5,1
-0.110948047079448,13,8.5,1
0.034054640139857,14,8.5,1
-0.0427592821892067,15,8.5,1
-0.138377213768759,16,8.5,1
-0.147026796589846,17,8.5,1
0.17944388642038,18,8.5,1
0.147082419080093,19,8.5,1
-0.193492037436132,20,8.5,1
0.0156633712407546,21,8.5,1
0.106180427683526,1,9,1
-0.0537337783477358,2,9,1
0.109504600061756,3,9,1
-0.0372859119478232,4,9,1
0.229701217097607,5,9,1
0.0897313118084023,6,9,1
0.129859149457934,7,9,1
-0.0146545671562089,8,9,1
-0.0295956478254994,9,9,1
-0.340570998583756,10,9,1
0.221435856292783,11,9,1
0.072157859554442,12,9,1
-0.0703060233548112,13,9,1
0.0474355933309622,14,9,1
-0.0378267550251411,15,9,1
-0.116335775221454,16,9,1
-0.12377091864277,17,9,1
0.187130684313547,18,9,1
0.161473986388137,19,9,1
-0.192968490083889,20,9,1
0.0134814891993434,21,9,1
0.0823936741919839,1,9.5,1
-0.0310576320965891,2,9.5,1
0.101593986482484,3,9.5,1
-0.040569193159749,4,9.5,1
0.185837810779415,5,9.5,1
0.0631164225619037,6,9.5,1
0.131939420297645,7,9.5,1
-0.0645426451535849,8,9.5,1
0.00868828541524295,9,9.5,1
-0.296364268837089,10,9.5,1
0.239881745569271,11,9.5,1
0.0512909308545065,12,9.5,1
-0.0148495943907108,13,9.5,1
0.0567150048227286,14,9.5,1
-0.0364772030635302,15,9.5,1
-0.108837263780211,16,9.5,1
-0.0830726169534011,17,9.5,1
0.197767858585231,18,9.5,1
0.164561045200787,19,9.5,1
-0.191512172033829,20,9.5,1
0.0122539586143678,21,9.5,1
0.0621773720750491,1,10,1
-0.00856281615744568,2,10,1
0.0850520003405735,3,10,1
-0.0403835363452643,4,10,1
0.142620463019997,5,10,1
0.0598711245261427,6,10,1
0.141842552817114,7,10,1
-0.111429261871012,8,10,1
0.0364955949924052,9,10,1
-0.257163049581745,10,10,1
0.23756085491994,11,10,1
0.0238032467655602,12,10,1
0.037130351244502,13,10,1
0.0700982825278044,14,10,1
-0.0385584751212261,15,10,1
-0.112019840525404,16,10,1
-0.04275420569678,17,10,1
0.209363061589312,18,10,1
0.156250094294161,19,10,1
-0.188965948831597,20,10,1
0.00678797460581054,21,10,1
0.0463668936111726,1,10.5,1
0.00868989642585089,2,10.5,1
0.0628835471777408,3,10.5,1
-0.0363866085076524,4,10.5,1
0.113550120255628,5,10.5,1
0.0775691560684638,6,10.5,1
0.156683729931587,7,10.5,1
-0.151846631104856,8,10.5,1
0.0500803524925709,9,10.5,1
-0.224561814125256,10,10.5,1
0.222578518644781,11,10.5,1
-0.00397163609527689,12,10.5,1
0.0724483747543008,13,10.5,1
0.0897052593360229,14,10.5,1
-0.039578057248179,15,10.5,1
-0.120931748522137,16,10.5,1
-0.017620537056106,17,10.5,1
0.218852922616116,18,10.5,1
0.139189228845599,19,10.5,1
-0.182685635022648,20,10.5,1
-0.00484841213259453,21,10.5,1
0.0327871195005573,1,11,1
0.0147925745688092,2,11,1
0.0355146915645237,3,11,1
-0.0290322430883756,4,11,1
0.109334308096074,5,11,1
0.107808393448645,6,11,1
0.16839325707717,7,11,1
-0.180889722165398,8,11,1
0.0492432879136953,9,11,1
-0.195008852638282,10,11,1
0.199079386144056,11,11,1
-0.0261495086453089,12,11,1
0.0897509077973614,13,11,1
0.11044450879543,14,11,1
-0.0333417263882866,15,11,1
-0.132860518579902,16,11,1
-0.00828404099087491,17,11,1
0.222400041468901,18,11,1
0.117436421726614,19,11,1
-0.168648652717897,20,11,1
-0.022388824006981,21,11,1
0.0194887381554791,1,11.5,1
0.00696253055447081,2,11.5,1
0.00283198013401219,3,11.5,1
-0.0205934575948295,4,11.5,1
0.131413480078082,5,11.5,1
0.139970868194157,6,11.5,1
0.168820355664396,7,11.5,1
-0.199801694696235,8,11.5,1
0.0383059426692043,9,11.5,1
-0.16295354844417,10,11.5,1
0.16582563258993,11,11.5,1
-0.0392030622975151,12,11.5,1
0.094218634536607,13,11.5,1
0.123831656731952,14,11.5,1
-0.0177313050771267,15,11.5,1
-0.147584686874474,16,11.5,1
-0.0106423730856975,17,11.5,1
0.220113416114657,18,11.5,1
0.0932368699976717,19,11.5,1
-0.143779006955512,20,11.5,1
-0.0436116669481611,21,11.5,1
0.00666132827736741,1,12,1
-0.011793938648214,2,12,1
-0.0334670478472584,3,12,1
-0.0130757081847753,4,12,1
0.172554563912722,5,12,1
0.16882549702486,6,12,1
0.157200846856628,7,12,1
-0.212562512912071,8,12,1
0.0237283195018753,9,12,1
-0.129652128316431,10,12,1
0.122474008818377,11,12,1
-0.0427018257507689,12,12,1
0.0913612909561581,13,12,1
0.123806165918366,14,12,1
0.00511776869416269,15,12,1
-0.165582605103156,16,12,1
-0.0219418571757515,17,12,1
0.216668308770832,18,12,1
0.0677714413257728,19,12,1
-0.109660593083683,20,12,1
-0.062795398447993,21,12,1
-0.00346052831030456,1,12.5,1
-0.0351692685157852,2,12.5,1
-0.0685296466597273,3,12.5,1
-0.00671101494041183,4,12.5,1
0.217165597780522,5,12.5,1
0.194360901460872,6,12.5,1
0.135131349852037,7,12.5,1
-0.220618575197914,8,12.5,1
0.0117340574482972,9,12.5,1
-0.102104723709786,10,12.5,1
0.0753073015747994,11,12.5,1
-0.038121278336062,12,12.5,1
0.0846846791361961,13,12.5,1
0.10983146110564,14,12.5,1
0.0291072745778218,15,12.5,1
-0.185980074165669,16,12.5,1
-0.0391245882272162,17,12.5,1
0.216401318463909,18,12.5,1
0.0430839512377701,19,12.5,1
-0.0735042349618606,20,12.5,1
-0.0717375318493269,21,12.5,1
-0.00871788700851318,1,13,1
-0.0575257854006997,2,13,1
-0.0959504493413154,3,13,1
-0.00104366205115632,4,13,1
0.246208449327039,5,13,1
0.216951277291475,6,13,1
0.103585254680729,7,13,1
-0.223374948415798,8,13,1
0.00704572547360154,9,13,1
-0.0860346848629437,10,13,1
0.0347815980058408,11,13,1
-0.0270790533834083,12,13,1
0.0755350700247666,13,13,1
0.0851934662798803,14,13,1
0.044836073814085,15,13,1
-0.205366806836825,16,13,1
-0.0568048855261397,17,13,1
0.220897601930973,18,13,1
0.0209823487078854,19,13,1
-0.0430291720307722,20,13,1
-0.0650834356876783,21,13,1
-0.00859255500603434,1,13.5,1
-0.075529049147976,2,13.5,1
-0.110827548707788,3,13.5,1
0.00405848634078349,4,13.5,1
0.248682016199521,5,13.5,1
0.23650076198595,6,13.5,1
0.0648196695851999,7,13.5,1
-0.222722980897759,8,13.5,1
0.0125031179843077,9,13.5,1
-0.0838772152658784,10,13.5,1
0.00495753931855064,11,13.5,1
-0.0101476113084055,12,13.5,1
0.0641961891494812,13,13.5,1
0.054119161668304,14,13.5,1
0.0446084592286121,15,13.5,1
-0.218599720327837,16,13.5,1
-0.0696584507919209,17,13.5,1
0.228469429732708,18,13.5,1
0.0017498310075951,19,13.5,1
-0.0231059304862721,20,13.5,1
-0.0432214529007053,21,13.5,1
-0.00426610220399156,1,14,1
-0.0882669806607856,2,14,1
-0.112136640570183,3,14,1
0.00831884851119438,4,14,1
0.226942966637679,5,14,1
0.252803126962934,6,14,1
0.0232044989748772,7,14,1
-0.222882285636972,8,14,1
0.0280077356266811,9,14,1
-0.0943338045738898,10,14,1
-0.0200085054550554,11,14,1
0.0130518489985188,12,14,1
0.0510637728794744,13,14,1
0.0198377392341807,14,14,1
0.0270707939027715,15,14,1
-0.220858303157588,16,14,1
-0.0757035545224545,17,14,1
0.235652448593862,18,14,1
-0.0150149687288247,19,14,1
-0.0160896793236695,20,14,1
-0.0124829686007822,21,14,1
0.00204400013685815,1,14.5,1
-0.0962105702260937,2,14.5,1
-0.103617121714981,3,14.5,1
0.011412171357782,4,14.5,1
0.192197561637147,5,14.5,1
0.263802671386541,6,14.5,1
-0.015526242682015,7,14.5,1
-0.225564341020381,8,14.5,1
0.0498236564441838,9,14.5,1
-0.112581411984139,10,14.5,1
-0.0456161668282236,11,14.5,1
0.041236982228648,12,14.5,1
0.0370597139842711,13,14.5,1
-0.0155157782355363,14,14.5,1
-0.00145536917435191,15,14.5,1
-0.209215960888923,16,14.5,1
-0.0756660782116035,17,14.5,1
0.23985002238613,18,14.5,1
-0.0291483673264932,19,14.5,1
-0.0218693827276842,20,14.5,1
0.0184586329908183,21,14.5,1
0.00813304533543632,1,15,1
-0.100265513045365,2,15,1
-0.091119805272776,3,15,1
0.0131637161320029,4,15,1
0.156434193002381,5,15,1
0.266051112216139,6,15,1
-0.0459534444749328,7,15,1
-0.229583908251341,8,15,1
0.0722831289285469,9,15,1
-0.132724649148597,10,15,1
-0.0735959118042704,11,15,1
0.0690685518584364,12,15,1
0.0234601245355134,13,15,1
-0.0496238025861792,14,15,1
-0.0290561930415389,15,15,1
-0.185110605651259,16,15,1
-0.0718121522242734,17,15,1
0.240713261297581,18,15,1
-0.0396302780191094,19,15,1
-0.0379359689204992,20,15,1
0.0431177469328588,21,15,1
0.0126169646207195,1,15.5,1
-0.10157657958185,2,15.5,1
-0.0790053854391852,3,15.5,1
0.0136511114018992,4,15.5,1
0.126399522007818,5,15.5,1
0.258005163566359,6,15.5,1
-0.0649614833813628,7,15.5,1
-0.232690756110508,8,15.5,1
0.0908235895182316,9,15.5,1
-0.15094051041631,10,15.5,1
-0.103884167595506,11,15.5,1
0.0911069400625708,12,15.5,1
0.0115064550903839,13,15.5,1
-0.0793469451348606,14,15.5,1
-0.0460429329298719,15,15.5,1
-0.154062057961803,16,15.5,1
-0.0681472824008718,17,15.5,1
0.239405031824313,18,15.5,1
-0.0454052986892483,19,15.5,1
-0.0607602090689934,20,15.5,1
0.0581561283420661,21,15.5,1
0.0149421033796165,1,16,1
-0.101254125597503,2,16,1
-0.0692021161445482,3,16,1
0.0133709741610715,4,16,1
0.103459560692078,5,16,1
0.241386161028064,6,16,1
-0.0720706962955455,7,16,1
-0.232777539283965,8,16,1
0.103658297964867,9,16,1
-0.166483312136298,10,16,1
-0.134802037200063,11,16,1
0.107790360548626,12,16,1
0.00207894676894072,13,16,1
-0.102018462431505,14,16,1
-0.0489751325193911,15,16,1
-0.122348915323418,16,16,1
-0.0687791832123507,17,16,1
0.237352877937483,18,16,1
-0.0462175685708719,19,16,1
-0.0873221029599509,20,16,1
0.0625298810330225,21,16,1
0.0150631828775689,1,16.5,1
-0.100081675996959,2,16.5,1
-0.0619454571220045,3,16.5,1
0.013251130118354,4,16.5,1
0.0862994121750028,5,16.5,1
0.219543546309063,6,16.5,1
-0.0681770998186158,7,16.5,1
-0.229183844947309,8,16.5,1
0.11140367483174,9,16.5,1
-0.180443424910046,10,16.5,1
-0.162238575616762,11,16.5,1
0.122404820548779,12,16.5,1
-0.00436262095966401,13,16.5,1
-0.116562337957519,14,16.5,1
-0.0385760776643639,15,16.5,1
-0.0950860005949704,16,16.5,1
-0.0755908872628255,17,16.5,1
0.235359651130902,18,16.5,1
-0.0428265794553152,19,16.5,1
-0.115589822827538,20,16.5,1
0.0564664840211383,21,16.5,1
0.0132908497245916,1,17,1
-0.0985836070527372,2,17,1
-0.0567605651966376,3,17,1
0.0144324957157325,4,17,1
0.072847371546649,5,17,1
0.195513723087644,6,17,1
-0.0544950216615432,7,17,1
-0.223148533931841,8,17,1
0.115480096916047,9,17,1
-0.194521629440902,10,17,1
-0.181139792621399,11,17,1
0.136252899134764,12,17,1
-0.0076382193022732,13,17,1
-0.123124075139015,14,17,1
-0.0181432467329584,15,17,1
-0.0756838176294527,16,17,1
-0.0881437158599053,17,17,1
0.233293210129979,18,17,1
-0.0366963527201329,19,17,1
-0.14406732608087,20,17,1
0.0408374375989631,21,17,1
0.0101870981117594,1,17.5,1
-0.0970680685954486,2,17.5,1
-0.0530204181727846,3,17.5,1
0.0182256531915056,4,17.5,1
0.0610174394063855,5,17.5,1
0.1711021993015,6,17.5,1
-0.0321903789265845,7,17.5,1
-0.216514442123397,8,17.5,1
0.116896765039908,9,17.5,1
-0.210421064929048,10,17.5,1
-0.188802656176079,11,17.5,1
0.147614548713758,12,17.5,1
-0.00742338047770574,13,17.5,1
-0.122514818672905,14,17.5,1
0.00680672799474398,15,17.5,1
-0.0660958242393169,16,17.5,1
-0.104740745544051,17,17.5,1
0.230472558304312,18,17.5,1
-0.0294803329222347,19,17.5,1
-0.171276248166329,20,17.5,1
0.0169870242591607,21,17.5,1
0.00641098580167719,1,18,1
-0.0957121257686774,2,18,1
-0.050084491860088,3,18,1
0.0257968767842715,4,18,1
0.0489420462397771,5,18,1
0.147088563983934,6,18,1
-0.00276173948542368,7,18,1
-0.210292547365272,8,18,1
0.115918114504569,9,18,1
-0.229602816773344,10,18,1
-0.186181659492938,11,18,1
0.152355694925472,12,18,1
-0.0033060313644551,13,18,1
-0.116126937979238,14,18,1
0.0299353229040784,15,18,1
-0.0667847894804983,16,18,1
-0.123209094660108,17,18,1
0.226213576375361,18,18,1
-0.0228274750541884,19,18,1
-0.195469656228682,20,18,1
-0.0129540859929394,21,18,1
0.00249855924119484,1,18.5,1
-0.0946227223670003,2,18.5,1
-0.0471823992925808,3,18.5,1
0.0371902220628165,4,18.5,1
0.0354221383208406,5,18.5,1
0.123961015388515,6,18.5,1
0.0313442659161967,7,18.5,1
-0.204528611360039,8,18.5,1
0.112889352541329,9,18.5,1
-0.252757805987658,10,18.5,1
-0.176517347980235,11,18.5,1
0.145917532632088,12,18.5,1
0.00492000558966212,13,18.5,1
-0.105896357383056,14,18.5,1
0.0465816984747774,15,18.5,1
-0.0767354578928116,16,18.5,1
-0.141330862772343,17,18.5,1
0.220301138250136,18,18.5,1
-0.0182923435123964,19,18.5,1
-0.214752559391286,20,18.5,1
-0.0456256947089659,21,18.5,1
-0.00125313223909584,1,19,1
-0.0940350241643321,2,19,1
-0.0433179691280133,3,19,1
0.0508703209445744,4,19,1
0.0202409805587302,5,19,1
0.102408479981126,6,19,1
0.066439329000359,7,19,1
-0.198806481168324,8,19,1
0.109083111108219,9,19,1
-0.279085461330218,10,19,1
-0.163563668817588,11,19,1
0.125869786099828,12,19,1
0.0167158401946539,13,19,1
-0.0941336976910239,14,19,1
0.0548447399754682,15,19,1
-0.093837642097565,16,19,1
-0.157275689659919,17,19,1
0.213015142193411,18,19,1
-0.0171175022656928,19,19,1
-0.227737491395461,20,19,1
-0.0768062229216352,21,19,1
-0.00483725755829972,1,19.5,1
-0.0944272936965945,2,19.5,1
-0.0376293962682777,3,19.5,1
0.0647313417449239,4,19.5,1
0.00414930855401326,5,19.5,1
0.083293215851441,6,19.5,1
0.0984824220589412,7,19.5,1
-0.192564415372246,8,19.5,1
0.106600558954242,9,19.5,1
-0.305513599430584,10,19.5,1
-0.14998818496838,11,19.5,1
0.0927181555397272,12,19.5,1
0.0307138252055402,13,19.5,1
-0.0829601837567989,14,19.5,1
0.0547400151148709,15,19.5,1
-0.115873200540659,16,19.5,1
-0.170067823205789,17,19.5,1
0.2048414153257,18,19.5,1
-0.0198373607126695,19,19.5,1
-0.234068886831731,20,19.5,1
-0.103165751553134,21,19.5,1
-0.00848804138684599,1,20,1
-0.0963364612107728,2,20,1
-0.030107319920495,3,20,1
0.0772218722729531,4,20,1
-0.0116490687909543,5,20,1
0.0675706605970703,6,20,1
0.124434143768045,7,20,1
-0.185139264701025,8,20,1
0.107342057665018,9,20,1
-0.327372730443985,10,20,1
-0.135291681681197,11,20,1
0.0489441791118392,12,20,1
0.0450228655424948,13,20,1
-0.0738444486319072,14,20,1
0.0467100935506408,15,20,1
-0.141083327062724,16,20,1
-0.179544701378504,17,20,1
0.196132057621176,18,20,1
-0.0260592734911655,19,20,1
-0.234286688309605,20,20,1
-0.123740169494918,21,20,1
-0.0126467419139161,1,20.5,1
-0.0998780766887207,2,20.5,1
-0.0215765190199276,3,20.5,1
0.0875041778600315,4,20.5,1
-0.0259726752883129,5,20.5,1
0.0562098635100702,6,20.5,1
0.14296010919414,7,20.5,1
-0.175921427022713,8,20.5,1
0.112364088711076,9,20.5,1
-0.341098686261646,10,20.5,1
-0.117379742835562,11,20.5,1
-0.00189628869324984,12,20.5,1
0.0577826452356978,13,20.5,1
-0.0676484335052819,14,20.5,1
0.0310546688804087,15,20.5,1
-0.168212666853515,16,20.5,1
-0.186031966777277,17,20.5,1
0.187051126316921,18,20.5,1
-0.0347966988352785,19,20.5,1
-0.229319800245548,20,20.5,1
-0.13954381598449,21,20.5,1
-0.0176809272527632,1,21,1
-0.104379570470476,2,21,1
-0.0131353343172283,3,21,1
0.0950813298940504,4,21,1
-0.038030524197256,5,21,1
0.0500272056834715,6,21,1
0.154338257074369,7,21,1
-0.164666781039627,8,21,1
0.121669455780648,9,21,1
-0.346618931432774,10,21,1
-0.0978469771576333,11,21,1
-0.0551549828135646,12,21,1
0.0676024787961731,13,21,1
-0.0647784296727372,14,21,1
0.00839000278989415,15,21,1
-0.196146592014658,16,21,1
-0.190095853578724,17,21,1
0.177577831602751,18,21,1
-0.0450497884306209,19,21,1
-0.220215374606536,20,21,1
-0.152409213144113,21,21,1
-0.0236967860784786,1,21.5,1
-0.108734378352908,2,21.5,1
-0.00572521057400181,3,21.5,1
0.0994949711365173,4,21.5,1
-0.0478379466606744,5,21.5,1
0.0495609138553357,6,21.5,1
0.160030377374634,7,21.5,1
-0.151712419319464,8,21.5,1
0.134361692902417,9,21.5,1
-0.346633061134204,10,21.5,1
-0.0808382527334759,11,21.5,1
-0.105815505838557,12,21.5,1
0.0738936196480195,13,21.5,1
-0.0653336402502897,14,21.5,1
-0.0196691682675994,15,21.5,1
-0.223938239276994,16,21.5,1
-0.192371791247855,17,21.5,1
0.167527774683272,18,21.5,1
-0.0562354719692012,19,21.5,1
-0.208056539040061,20,21.5,1
-0.16414450806298,21,21.5,1
-0.030456954594252,1,22,1
-0.112149178407985,2,22,1
0.000203510987523385,3,22,1
0.100273332862728,4,22,1
-0.0562595701454503,5,22,1
0.0549069251928812,6,22,1
0.162034381148207,7,22,1
-0.138097365467837,8,22,1
0.148761401337057,9,22,1
-0.344288851696706,10,22,1
-0.0694932534542378,11,22,1
-0.150092982535286,12,22,1
0.0769558655572,13,22,1
-0.0690784932049911,14,22,1
-0.0501332349832663,15,22,1
-0.250902123019996,16,22,1
-0.193366535864403,17,22,1
0.156560660825372,18,22,1
-0.0682218627924925,19,22,1
-0.193852566123542,20,22,1
-0.175930820524264,21,22,1
-0.0374398727638596,1,22.5,1
-0.114421783963784,2,22.5,1
0.00485375835345554,3,22.5,1
0.0970557095573875,4,22.5,1
-0.0646172046041919,5,22.5,1
0.0656941673835608,6,22.5,1
0.162156484017542,7,22.5,1
-0.125805572681387,8,22.5,1
0.162892309846717,9,22.5,1
-0.341769190839185,10,22.5,1
-0.0647245311792064,11,22.5,1
-0.186091850848375,12,22.5,1
0.0776386576663994,13,22.5,1
-0.0753542493998703,14,22.5,1
-0.0792349978947241,15,22.5,1
-0.276533147214182,16,22.5,1
-0.19331578040327,17,22.5,1
0.144352590372245,18,22.5,1
-0.0810795200563263,19,22.5,1
-0.178452386396062,20,22.5,1
-0.188014666173388,21,22.5,1
-0.0440813924792527,1,23,1
-0.115678611097645,2,23,1
0.00901283196222838,3,23,1
0.0899054014827337,4,23,1
-0.0741885879553893,5,23,1
0.0811534157061847,6,23,1
0.161620497471986,7,23,1
-0.117980255831505,8,23,1
0.175452239352005,9,23,1
-0.339976144592319,10,23,1
-0.0652799076242508,11,23,1
-0.21337773693155,12,23,1
0.07689174801351,13,23,1
-0.0831315151051597,14,23,1
-0.103707705600817,15,23,1
-0.30037803754524,16,23,1
-0.192255197002532,17,23,1
0.130853449334321,18,23,1
-0.0947115463566271,19,23,1
-0.162554935610435,20,23,1
-0.200048681097951,21,23,1
-0.0501545976650713,1,23.5,1
-0.116155982546716,2,23.5,1
0.0135211861793779,3,23.5,1
0.0795262139489896,4,23.5,1
-0.0860179305985766,5,23.5,1
0.100806361740113,6,23.5,1
0.160965646020007,7,23.5,1
-0.118584195018245,8,23.5,1
0.186221244994988,9,23.5,1
-0.338853218432121,10,23.5,1
-0.0688726761391789,11,23.5,1
-0.23238803253099,12,23.5,1
