signal,subject,time,condition
0.112114371889866,18,-0.05,1
-0.150729995857166,19,-0.05,1
0.0287022546842869,20,-0.05,1
-0.0321106951175814,21,-0.05,1
0.0540707140841618,1,0,1
0.18170939496943,2,0,1
-0.0203537498751933,3,0,1
-0.0210906656312538,4,0,1
-0.0516234721369929,5,0,1
-0.0617883034463395,6,0,1
-0.0758617449953997,7,0,1
0.0955887731396019,8,0,1
-0.32185708814978,9,0,1
0.315246596722864,10,0,1
-0.21657588404473,11,0,1
0.227493501643392,12,0,1
0.0693923084578041,13,0,1
-0.16408056698144,14,0,1
0.163036109460582,15,0,1
0.303135771350385,16,0,1
-0.0176856558165433,17,0,1
0.189825351264601,18,0,1
-0.175980060625715,19,0,1
0.0149322032645162,20,0,1
-0.0564664026204935,21,0,1
0.0266844160699609,1,0.05,1
0.135932126951436,2,0.05,1
-0.0185761946488144,3,0.05,1
-0.0596584957820897,4,0.05,1
0.0218342128028339,5,0.05,1
-0.141657010205745,6,0.05,1
-0.060755532833628,7,0.05,1
0.111238571125908,8,0.05,1
-0.365811377839694,9,0.05,1
0.269644841482243,10,0.05,1
-0.239901574973632,11,0.05,1
0.232118914624843,12,0.05,1
0.0648261803653049,13,0.05,1
-0.112553169479583,14,0.05,1
0.165211213660599,15,0.05,1
0.375525833454932,16,0.05,1
-0.0543444504232531,17,0.05,1
0.236012687831587,18,0.05,1
-0.208356005602518,19,0.05,1
0.000829685252918804,20,0.05,1
-0.0721041062989317,21,0.05,1
0.0327798580569558,1,0.1,1
0.0955922629923108,2,0.1,1
-0.0250862612598429,3,0.1,1
-0.0742513275807413,4,0.1,1
0.0692627785848058,5,0.1,1
-0.170429526258555,6,0.1,1
-0.0617235194173724,7,0.1,1
0.0961848514303469,8,0.1,1
-0.383127454369005,9,0.1,1
0.20940624753447,10,0.1,1
-0.233084488452371,11,0.1,1
0.137399521014247,12,0.1,1
0.0773375486359852,13,0.1,1
-0.0877815257923068,14,0.1,1
0.174976359041927,15,0.1,1
0.468010422443358,16,0.1,1
-0.0679717784102541,17,0.1,1
0.249690591663179,18,0.1,1
-0.196049758059549,19,0.1,1
-0.011927211859363,20,0.1,1
-0.0883098906206752,21,0.1,1
0.0631637311737399,1,0.15,1
0.0448169962169871,2,0.15,1
-0.0512322229087507,3,0.15,1
-0.069193163846434,4,0.15,1
0.0787269235996805,5,0.15,1
-0.156353680684181,6,0.15,1
-0.0697354580854607,7,0.15,1
0.00720741331381342,8,0.15,1
-0.407992225823171,9,0.15,1
0.176988476610741,10,0.15,1
-0.212324732343671,11,0.15,1
0.0425429960242252,12,0.15,1
0.100791853489469,13,0.15,1
-0.101534970310264,14,0.15,1
0.169338376663307,15,0.15,1
0.536901308306886,16,0.15,1
-0.0469235796764048,17,0.15,1
0.216642540351016,18,0.15,1
-0.134547531963393,19,0.15,1
-0.0174921306034361,20,0.15,1
-0.101614012196524,21,0.15,1
0.101052624209017,1,0.2,1
-0.0199676425537591,2,0.2,1
-0.0972735414709774,3,0.2,1
-0.0508271667890908,4,0.2,1
0.0659019083522289,5,0.2,1
-0.113580538357925,6,0.2,1
-0.0595196570491573,7,0.2,1
-0.120072039872511,8,0.2,1
-0.429292906125504,9,0.2,1
0.18457358777904,10,0.2,1
-0.188767826249737,11,0.2,1
-0.023216182914801,12,0.2,1
0.107273537278873,13,0.2,1
-0.143714612598951,14,0.2,1
0.136338283076389,15,0.2,1
0.557572246363493,16,0.2,1
-0.0231326612729671,17,0.2,1
0.152871351505697,18,0.2,1
-0.0609861871259784,19,0.2,1
-0.0117552478337457,20,0.2,1
-0.0949050051834118,21,0.2,1
0.111494360615124,1,0.25,1
-0.0845357112246513,2,0.25,1
-0.142739654941081,3,0.25,1
-0.022323129792946,4,0.25,1
0.0663295028219172,5,0.25,1
-0.0559181181434149,6,0.25,1
-0.0132211158896364,7,0.25,1
-0.217888337055079,8,0.25,1
-0.409773771433946,9,0.25,1
0.202665876221193,10,0.25,1
-0.16286355336076,11,0.25,1
-0.0658638369979921,12,0.25,1
0.074028092056277,13,0.25,1
-0.190814683113501,14,0.25,1
0.0909716966922294,15,0.25,1
0.532458720125688,16,0.25,1
-0.014377339517631,17,0.25,1
0.124028545702547,18,0.25,1
-0.00983169204478325,19,0.25,1
-0.00408534431095385,20,0.25,1
-0.0589896248020295,21,0.25,1
0.0822971079410291,1,0.3,1
-0.135487339990516,2,0.3,1
-0.152601913035433,3,0.3,1
0.00609381357715131,4,0.3,1
0.0830552515598065,5,0.3,1
-0.0105870498279691,6,0.3,1
0.0626602182949716,7,0.3,1
-0.26237619949118,8,0.3,1
-0.339844073963228,9,0.3,1
0.195699996111392,10,0.3,1
-0.120025876309406,11,0.3,1
-0.107208209912668,12,0.3,1
0.00573728526976522,13,0.3,1
-0.208559303873921,14,0.3,1
0.0698357528702143,15,0.3,1
0.50023296356103,16,0.3,1
-0.0201003599130031,17,0.3,1
0.137577578122639,18,0.3,1
0.0191123029983338,19,0.3,1
-0.00733315213457272,20,0.3,1
-0.0126745185771717,21,0.3,1
0.0490442290316522,1,0.35,1
-0.172277135016278,2,0.35,1
-0.123321701151072,3,0.35,1
0.0207489317109638,4,0.35,1
0.094338027371519,5,0.35,1
0.0167532145544831,6,0.35,1
0.139712933741088,7,0.35,1
-0.262578808082825,8,0.35,1
-0.234129025001434,9,0.35,1
0.150172845699246,10,0.35,1
-0.0730226611404855,11,0.35,1
-0.165893668444763,12,0.35,1
-0.0806319903875057,13,0.35,1
-0.173989857783764,14,0.35,1
0.103001787508902,15,0.35,1
0.492732950227762,16,0.35,1
-0.0519223427394425,17,0.35,1
0.160485442062684,18,0.35,1
0.0275227410722542,19,0.35,1
-0.0239163972403823,20,0.35,1
0.00872122875784379,21,0.35,1
0.0405011381033027,1,0.4,1
-0.190190626973124,2,0.4,1
-0.0819314901824527,3,0.4,1
0.0229067372930192,4,0.4,1
0.0923465726915886,5,0.4,1
0.0132980329711564,6,0.4,1
0.198180048512802,7,0.4,1
-0.255533247138411,8,0.4,1
-0.100540301820339,9,0.4,1
0.0523082631280188,10,0.4,1
-0.0480998261441776,11,0.4,1
-0.233611636777864,12,0.4,1
-0.16000534052875,13,0.4,1
-0.097490481639354,14,0.4,1
0.187440491208004,15,0.4,1
0.494511355033097,16,0.4,1
-0.116366565426098,17,0.4,1
0.17098870329895,18,0.4,1
0.0124941191369377,19,0.4,1
-0.0468460911632985,20,0.4,1
0.00796928078612288,21,0.4,1
0.0624674667375546,1,0.45,1
-0.181583022399989,2,0.45,1
-0.0473861272590934,3,0.45,1
0.0266244750121492,4,0.45,1
0.0811711581532878,5,0.45,1
-0.0202897776044255,6,0.45,1
0.243135209508151,7,0.45,1
-0.254461831704632,8,0.45,1
0.0534729155326648,9,0.45,1
-0.0906478042482464,10,0.45,1
-0.0528669271425166,11,0.45,1
-0.309329077380445,12,0.45,1
-0.203132560880313,13,0.45,1
-0.0213299869255626,14,0.45,1
0.288475408187128,15,0.45,1
0.44267592766448,16,0.45,1
-0.185088027242134,17,0.45,1
0.160133937983501,18,0.45,1
-0.0159837653096058,19,0.45,1
-0.0702288537181771,20,0.45,1
0.00638504731189288,21,0.45,1
0.111773895574078,1,0.5,1
-0.159976921903391,2,0.5,1
-0.0343108723377876,3,0.5,1
0.038405850782493,4,0.5,1
0.0631697216960053,5,0.5,1
-0.0588794727435757,6,0.5,1
0.280949840535591,7,0.5,1
-0.265898659908096,8,0.5,1
0.186927268748678,9,0.5,1
-0.225846705559335,10,0.5,1
-0.06683349476723,11,0.5,1
-0.371757686548206,12,0.5,1
-0.19573530521858,13,0.5,1
-0.00311689945514126,14,0.5,1
0.329832389392667,15,0.5,1
0.33869785626951,16,0.5,1
-0.226626239306563,17,0.5,1
0.127870171205369,18,0.5,1
-0.0288344058460005,19,0.5,1
-0.0950057991222264,20,0.5,1
0.0135674027733153,21,0.5,1
0.15768358650387,1,0.55,1
-0.145141057131653,2,0.55,1
-0.0405161421184809,3,0.55,1
0.0514256519789178,4,0.55,1
0.0330767832529316,5,0.55,1
-0.0867554047645048,6,0.55,1
0.324096376838584,7,0.55,1
-0.289405464171139,8,0.55,1
0.28694607108416,9,0.55,1
-0.281940912555453,10,0.55,1
-0.0657754752907915,11,0.55,1
-0.361673331538788,12,0.55,1
-0.149379196077854,13,0.55,1
-0.0599839989800516,14,0.55,1
0.285508245685984,15,0.55,1
0.224704805559371,16,0.55,1
-0.23498788679984,17,0.55,1
0.0822444399027409,18,0.55,1
-0.0108762942318175,19,0.55,1
-0.120137119386833,20,0.55,1
0.0107510593825141,21,0.55,1
0.174877578326449,1,0.6,1
-0.145639040968468,2,0.6,1
-0.0503602359391259,3,0.6,1
0.0618756175766053,4,0.6,1
0.00669675855867897,5,0.6,1
-0.0918491102368742,6,0.6,1
0.36451648070047,7,0.6,1
-0.316786955436802,8,0.6,1
0.358709535851982,9,0.6,1
-0.256516554465949,10,0.6,1
-0.0399835274279355,11,0.6,1
-0.291917597925012,12,0.6,1
-0.096422308841654,13,0.6,1
-0.13129896208584,14,0.6,1
0.207583243155379,15,0.6,1
0.111529502766617,16,0.6,1
-0.217359781977687,17,0.6,1
0.0510124722706623,18,0.6,1
0.0334394041780621,19,0.6,1
-0.139443818122076,20,0.6,1
-0.0167987471469935,21,0.6,1
0.145805792384444,1,0.65,1
-0.14721672236267,2,0.65,1
-0.0408443660526828,3,0.65,1
0.0733779640452763,4,0.65,1
-0.0247041044322522,5,0.65,1
-0.0518015339054269,6,0.65,1
0.366411289204041,7,0.65,1
-0.328405287223365,8,0.65,1
0.391023884931293,9,0.65,1
-0.196683919946524,10,0.65,1
0.0174851245291574,11,0.65,1
-0.176124189108138,12,0.65,1
-0.0543288457502459,13,0.65,1
-0.156844510366783,14,0.65,1
0.142142198482457,15,0.65,1
0.000646528068472749,16,0.65,1
-0.190774938522494,17,0.65,1
0.0439749145180288,18,0.65,1
0.0776594546961428,19,0.65,1
-0.148507332766391,20,0.65,1
-0.0619445859776685,21,0.65,1
0.097629274073706,1,0.7,1
-0.137172228999196,2,0.7,1
-0.0043686783241705,3,0.7,1
0.079735014837802,4,0.7,1
-0.0642487369907819,5,0.7,1
0.0502585904380606,6,0.7,1
0.324970568490296,7,0.7,1
-0.317468018296073,8,0.7,1
0.352414956900987,9,0.7,1
-0.137322759187825,10,0.7,1
0.0928804419450322,11,0.7,1
-0.051194956505309,12,0.7,1
-0.0201942129549277,13,0.7,1
-0.142135442353525,14,0.7,1
0.107942703232849,15,0.7,1
-0.0940366220206531,16,0.7,1
-0.171328734978432,17,0.7,1
0.0364436142441503,18,0.7,1
0.0986570011124276,19,0.7,1
-0.148056909149778,20,0.7,1
-0.0953102170645299,21,0.7,1
0.0389929431712678,1,0.75,1
-0.106156956260478,2,0.75,1
0.040173066389531,3,0.75,1
0.077660807233636,4,0.75,1
-0.0970898553320041,5,0.75,1
0.136600749336997,6,0.75,1
0.270404771167505,7,0.75,1
-0.291358016396358,8,0.75,1
0.258151277869314,9,0.75,1
-0.0990287783089252,10,0.75,1
0.1550749921454,11,0.75,1
0.0413463995366483,12,0.75,1
0.000667030304271553,13,0.75,1
-0.124141720529232,14,0.75,1
0.116074820539021,15,0.75,1
-0.151430925652053,16,0.75,1
-0.163886335667594,17,0.75,1
0.0131818444838265,18,0.75,1
0.0822438690409158,19,0.75,1
-0.141591397933389,20,0.75,1
-0.0910790704580448,21,0.75,1
0.00503996875884229,1,0.8,1
-0.0486530951825453,2,0.8,1
0.0635715480495238,3,0.8,1
0.0748507752392266,4,0.8,1
-0.104635206723842,5,0.8,1
0.157497170184715,6,0.8,1
0.205106292404607,7,0.8,1
-0.270593763365112,8,0.8,1
0.156921107804565,9,0.8,1
-0.0872072667132462,10,0.8,1
0.180063297421805,11,0.8,1
0.100372457896252,12,0.8,1
0.00482590375943482,13,0.8,1
-0.131202111699746,14,0.8,1
0.156225165399876,15,0.8,1
-0.164887288737148,16,0.8,1
-0.146219488499705,17,0.8,1
-0.0218839197081546,18,0.8,1
0.0298488624471761,19,0.8,1
-0.133813275665133,20,0.8,1
-0.0452994609949222,21,0.8,1
0.0144097378592687,1,0.85,1
-0.00447355359406428,2,0.85,1
0.0486915171854335,3,0.85,1
0.0761902475535875,4,0.85,1
-0.0879544321683701,5,0.85,1
0.142730594642718,6,0.85,1
0.154915092562826,7,0.85,1
-0.26472021605417,8,0.85,1
0.0946639735258374,9,0.85,1
-0.0890892793109057,10,0.85,1
0.175581262353888,11,0.85,1
0.121679711815944,12,0.85,1
-0.00560346231954462,13,0.85,1
-0.162735127366844,14,0.85,1
0.191927617094756,15,0.85,1
-0.161462550900887,16,0.85,1
-0.10756168283634,17,0.85,1
-0.0615614032544859,18,0.85,1
-0.0311609038631248,19,0.85,1
-0.124292469250378,20,0.85,1
0.00677610312213534,21,0.85,1
0.061669325306695,1,0.9,1
0.00142829809434935,2,0.9,1
0.00692644265624297,3,0.9,1
0.0851139199436924,4,0.9,1
-0.0552341413217849,5,0.9,1
0.128732055663055,6,0.9,1
0.132177362029533,7,0.9,1
-0.276672734607217,8,0.9,1
0.0998666363031403,9,0.9,1
-0.0866613092986563,10,0.9,1
0.179067874646292,11,0.9,1
0.113167815222069,12,0.9,1
-0.0410969400498812,13,0.9,1
-0.200838250351645,14,0.9,1
0.210276120368958,15,0.9,1
-0.18020506115503,16,0.9,1
-0.0644551953958789,17,0.9,1
-0.0931430021702646,18,0.9,1
-0.057120142428723,19,0.9,1
-0.114242019124469,20,0.9,1
0.0249110836405647,21,0.9,1
0.106770861127167,1,0.95,1
-0.0223713403041683,2,0.95,1
-0.0294488959416195,3,0.95,1
0.103020382993543,4,0.95,1
-0.01214711043453,5,0.95,1
0.137215729241961,6,0.95,1
0.105835663431188,7,0.95,1
-0.291328022756626,8,0.95,1
0.165446131858743,9,0.95,1
-0.0698201752882209,10,0.95,1
0.195484535310717,11,0.95,1
0.0917387861491058,12,0.95,1
-0.106347072394797,13,0.95,1
-0.227626937427491,14,0.95,1
0.218562622134398,15,0.95,1
-0.221070687201856,16,0.95,1
-0.0477434443200184,17,0.95,1
-0.101010333133187,18,0.95,1
-0.0455458366320146,19,0.95,1
-0.109030749928327,20,0.95,1
0.00929929470017733,21,0.95,1
0.10640502376927,1,1,1
-0.0684433553907649,2,1,1
-0.0373279188990762,3,1,1
0.124353895612167,4,1,1
0.0480084790145459,5,1,1
0.173714267301241,6,1,1
0.0665815994027815,7,1,1
-0.291767901748095,8,1,1
0.26309132113885,9,1,1
-0.0436643391720353,10,1,1
0.200987047297542,11,1,1
0.0741653043313974,12,1,1
-0.16530775997483,13,1,1
-0.236511022741797,14,1,1
0.212645544094622,15,1,1
-0.230924327619174,16,1,1
-0.0608769400672897,17,1,1
-0.0746765222618892,18,1,1
-0.026945036785025,19,1,1
-0.109624398341065,20,1,1
-0.016483064212183,21,1,1
0.0850695493127157,1,1.05,1
-0.120961252651825,2,1.05,1
-0.0140300268746976,3,1.05,1
0.131640341226988,4,1.05,1
0.0909368783558774,5,1.05,1
0.218757366765437,6,1.05,1
0.0347782987847184,7,1.05,1
-0.270438200501415,8,1.05,1
0.345584830985079,9,1.05,1
-0.0154438761652579,10,1.05,1
0.198737215410391,11,1.05,1
0.0696204076081153,12,1.05,1
-0.185802925124381,13,1.05,1
-0.233965740129593,14,1.05,1
0.182216409996221,15,1.05,1
-0.213024492584925,16,1.05,1
-0.0926015501187934,17,1.05,1
-0.0297321488695388,18,1.05,1
-0.0402247197028155,19,1.05,1
-0.109948359475648,20,1.05,1
-0.0468415203050203,21,1.05,1
0.0586324602218846,1,1.1,1
-0.163894262169043,2,1.1,1
0.0239275894614252,3,1.1,1
0.114352740929101,4,1.1,1
0.0608860209481578,5,1.1,1
0.243699245965921,6,1.1,1
0.0401812532310447,7,1.1,1
-0.252207317691276,8,1.1,1
0.357801577937791,9,1.1,1
0.0162934305439097,10,1.1,1
0.201192597474235,11,1.1,1
0.103219478081552,12,1.1,1
-0.161268916974277,13,1.1,1
-0.231378252889614,14,1.1,1
0.127243291462428,15,1.1,1
-0.187990689526195,16,1.1,1
-0.123352196715274,17,1.1,1
0.00302781276790687,18,1.1,1
-0.0799867074231286,19,1.1,1
-0.100913512964412,20,1.1,1
-0.0704239335040119,21,1.1,1
0.0298523847617021,1,1.15,1
-0.186732622897753,2,1.15,1
0.0522367356003397,3,1.15,1
0.0855070252285652,4,1.15,1
-0.00390977383673364,5,1.15,1
0.227287301814672,6,1.15,1
0.0861115649644218,7,1.15,1
-0.254301740216862,8,1.15,1
0.294352765225355,9,1.15,1
0.0415593824404964,10,1.15,1
0.202776409224154,11,1.15,1
0.127597158286162,12,1.15,1
-0.0954144286999032,13,1.15,1
-0.233313820369655,14,1.15,1
0.0658374438757238,15,1.15,1
-0.138907049999162,16,1.15,1
-0.145170473567737,17,1.15,1
0.014235358667478,18,1.15,1
-0.122732443418379,19,1.15,1
-0.07798097919639,20,1.15,1
-0.0835013125029631,21,1.15,1
-0.00216649321301544,1,1.2,1
-0.182386455927576,2,1.2,1
0.0643287123622806,3,1.2,1
0.0687460975085898,4,1.2,1
-0.0448490846657473,5,1.2,1
0.168043528958116,6,1.2,1
0.141652172594437,7,1.2,1
-0.274454394450342,8,1.2,1
0.214572055236951,9,1.2,1
0.0517180173524382,10,1.2,1
0.187756211472426,11,1.2,1
0.0978058540846921,12,1.2,1
-0.0166642999792644,13,1.2,1
-0.236254255205188,14,1.2,1
0.0498560506058391,15,1.2,1
-0.0632787233141111,16,1.2,1
-0.152880188674111,17,1.2,1
0.0151472691846794,18,1.2,1
-0.162106108111903,19,1.2,1
-0.0523267862693439,20,1.2,1
-0.0937160596246328,21,1.2,1
-0.0301807214234744,1,1.25,1
-0.160433141305357,2,1.25,1
0.0620745863422765,3,1.25,1
0.0753197184661789,4,1.25,1
-0.0564607418077017,5,1.25,1
0.106720145817808,6,1.25,1
0.178037608235117,7,1.25,1
-0.307200742178396,8,1.25,1
0.18231022419744,9,1.25,1
0.0470729692050562,10,1.25,1
0.162176333323225,11,1.25,1
0.0339659694664864,12,1.25,1
0.0536870359278515,13,1.25,1
-0.247327480626791,14,1.25,1
0.0973797756230031,15,1.25,1
-0.00381245346887277,16,1.25,1
-0.16216942027637,17,1.25,1
0.0226311339135829,18,1.25,1
-0.185690801387654,19,1.25,1
-0.0386451185719875,20,1.25,1
-0.115956588703186,21,1.25,1
-0.0588986699110343,1,1.3,1
-0.13296450947013,2,1.3,1
0.0560580744354548,3,1.3,1
0.105881366520259,4,1.3,1
-0.0312319921273889,5,1.3,1
0.0810242965444798,6,1.3,1
0.188411740267898,7,1.3,1
-0.331098833365127,8,1.3,1
0.215584273187699,9,1.3,1
0.0398675103397045,10,1.3,1
0.160087569317676,11,1.3,1
-0.0480209311642097,12,1.3,1
0.112241783182515,13,1.3,1
-0.275885096949272,14,1.3,1
0.155840084062823,15,1.3,1
0.0094980899325554,16,1.3,1
-0.182809472805319,17,1.3,1
0.0376003907831244,18,1.3,1
-0.169915054708057,19,1.3,1
-0.0416490597458263,20,1.3,1
-0.142850312417155,21,1.3,1
-0.0994781522472382,1,1.35,1
-0.109561801201052,2,1.35,1
0.053916525376732,3,1.35,1
0.140801755820588,4,1.35,1
0.0247605534054939,5,1.35,1
0.115909438229375,6,1.35,1
0.185711963546687,7,1.35,1
-0.320879186582874,8,1.35,1
0.274705288383494,9,1.35,1
0.0252874177497557,10,1.35,1
0.182940811606513,11,1.35,1
-0.124314748775995,12,1.35,1
0.14358578230015,13,1.35,1
-0.321225704571166,14,1.35,1
0.177510916297624,15,1.35,1
-0.012227680265489,16,1.35,1
-0.210836003178374,17,1.35,1
0.0517900432922844,18,1.35,1
-0.113156477384459,19,1.35,1
-0.0557578026731394,20,1.35,1
-0.136693377546272,21,1.35,1
-0.149765171977856,1,1.4,1
-0.0884347760079295,2,1.4,1
0.0493038518250927,3,1.4,1
0.161827593899672,4,1.4,1
0.0774891986267778,5,1.4,1
0.198346528866898,6,1.4,1
0.188661349126151,7,1.4,1
-0.291770718114957,8,1.4,1
0.320476851687665,9,1.4,1
0.0196270052004648,10,1.4,1
0.193047017566764,11,1.4,1
-0.157337855049467,12,1.4,1
0.135772690114948,13,1.4,1
-0.361313868504779,14,1.4,1
0.170695104844568,15,1.4,1
-0.0388061092211758,16,1.4,1
-0.223081292334384,17,1.4,1
0.0668875813269633,18,1.4,1
-0.0481217044638941,19,1.4,1
