rightFusiform,leftFusiform
0.195470330239546,0.74505783131953
0.381351672451605,0.323858390363415
0.681638515657849,0.0934993189372373
0.374881325082646,0.390964268298631
1.64904029080362,2.41924296805028
1.56051295423749,1.23140010907409
0.28343287387844,0.620359368622303
0.959547071444868,1.29428360912572
-0.198482770134102,0.564390519194389
0.219237128667759,0.220351250988714
0.721018035604496,1.11046828915564
0.4202474506967,0.528470594226644
0.529691879195396,0.153485824552815
0.250051392712677,-0.57178499105941
1.00133437098879,2.63087015841784
0.385699359756528,1.21813390496072
0.773844798029673,1.05518571881766
0.455334342489339,1.31118393714508
0.31502910123931,0.54373612330201
0.942482957334229,-0.122340234310439
1.36145509117179,1.92236719238624
