subj_label,X,Y
1,0.373803466558456,-0.494499788119933
1,2.12521076202393,-1.46409348231063
1,0.111097276210785,-1.05600975435709
1,0.248753741383553,-0.891452742901469
1,0.355373293161392,0.762343288772582
1,0.0625056400895119,0.602451610128087
1,0.627074062824249,1.86274222651395
1,0.232740104198456,0.927665064110714
1,0.0290383603423834,-1.08615529116793
1,0.29802531003952,-1.13978936183045
1,-0.780761778354645,-0.384213426308067
1,2.69761085510254,-2.42587316153541
1,1.07514917850494,0.345313123752024
1,-0.226235821843147,0.519803625884644
1,-1.00827956199646,1.80619434059322
1,0.0445963479578495,0.682447188230541
1,2.32679677009583,-1.47787774711225
1,0.671486377716064,1.82306732164695
1,1.23671352863312,0.574806807916279
1,0.339995473623276,1.15228393298025
1,-0.77483195066452,-0.778436446278611
1,-0.419943749904633,-1.01147176558853
1,3.38456583023071,-0.613401951303577
1,-1.06931066513062,-0.391839850204644
1,-0.42412069439888,0.0595611402749322
1,-0.886762201786041,-0.0115981066586331
1,-0.971078515052795,-0.494295108681773
1,1.78174078464508,-0.0578294449504629
1,-1.82244682312012,1.12870259840465
1,0.91349595785141,-0.433633481346758
1,-0.0150645012035966,-0.242207377768091
1,-0.68968391418457,0.575259498737546
1,-1.24881970882416,-0.58999195498938
1,-0.306927561759949,-0.119041230549485
1,-1.40623927116394,-0.500036996548326
1,-0.0958503112196922,-0.52620426907301
1,-1.26002633571625,-0.261673652092199
1,0.0798388123512268,0.818917354505976
1,-0.475818753242493,-0.822239681147337
1,-1.04824984073639,-2.00494570377549
1,0.742652237415314,0.0932122848002374
1,-0.0136252231895924,1.96298930652229
1,0.228599920868874,-0.525130972608656
1,-1.0670440196991,0.90388740792828
1,0.151194706559181,-2.01189049762362
1,1.18720209598541,1.67472680888503
1,0.610006630420685,0.928132999948683
1,0.228637620806694,-0.795245021084599
1,-1.09166610240936,1.55264384637081
1,0.322080969810486,0.952178554276354
1,-1.43847811222076,0.128692873823655
1,-0.854218006134033,-1.09217131231242
1,-0.0597749091684818,1.3463895028004
1,-0.783551752567291,-0.0678375342087248
1,0.0391256622970104,0.595682959405535
1,0.0884902998805046,0.164707076200811
1,-0.849601268768311,1.22353086248546
1,0.117463074624538,-0.811747643536447
1,-0.116800256073475,-0.484494451099469
1,-0.453744202852249,0.559210998139259
1,0.301141351461411,-0.591021890566817
1,0.691945672035217,-0.703619904675335
1,-0.791509509086609,-0.0484611897845545
1,-0.484368890523911,-0.00240163219957229
1,-0.789317786693573,0.685289222260592
2,-0.54008948802948,0.332915133438969
2,-0.428480833768845,0.457817491574363
2,-0.873482167720795,0.774451041701069
2,0.66874235868454,1.22444079517482
2,-0.760672807693481,-0.12589105283963
2,0.353069692850113,0.178597110571586
2,0.721550703048706,-0.4958025492852
2,-1.00518608093262,0.236610625333739
2,0.0961366966366768,0.559424702184583
2,-0.357301771640778,0.912405128260278
2,-1.27197360992432,-0.889740524749601
2,0.87969571352005,0.565907577387787
2,-0.420197010040283,-0.41369035669707
2,-0.543508410453796,0.218447901455841
2,-0.852000772953033,-1.20256238919079
2,-0.733771920204163,1.33863992805109
2,0.118191748857498,0.534547511844093
2,3.28397846221924,-0.487787193065166
2,-0.303327590227127,0.903323799253142
2,-0.305967509746552,-0.444529240495313
2,1.1326140165329,-1.0384713759944
