rse
-0.266031353848793
0.0268873314130779
0.0969097474561473
-0.189475575190052
0.0382533522383032
-0.147179308154363
-0.115876574893306
-0.0770706129978432
0.0109954701662752
-0.263343334640305
-0.277545548326316
-0.168857827091564
-0.0816699399110474
-0.378291450409455
-0.299818326285183
-0.0969863105226605
-0.235053177425523
-0.263682849325677
-0.0323765220372009
-0.134235473686707
-0.0392742313658661
