0.11989,0.10832,0.1036,0.12288,0.16112,0.1932,0.19792,0.17713,0.15078,0.13835,0.14412,0.15593,0.1609,0.15735,0.15062,0.14266,0.13552,0.13095,0.12485,0.11079,0.087802,0.061265,0.035547,0.015181,0.0028294,0.00013529,0.0065632,0.013979,0.013693,0.0067482,0.0034686,0.0073635,0.0084546,-0.0053452,-0.037652,-0.076535,-0.10061,-0.098863,-0.07862,-0.059062,-0.055113,-0.067337,-0.085821,-0.10153,-0.11458,-0.12695,-0.13843,-0.14817,-0.15579,-0.16171,-0.16299,-0.15619,-0.14575,-0.14148,-0.14837,-0.15675,-0.15488,-0.14267,-0.12586,-0.10813,-0.094706
0.3211,0.30777,0.28783,0.2721,0.26738,0.2681,0.25402,0.21455,0.16033,0.10995,0.073344,0.054199,0.053527,0.071445,0.10513,0.14509,0.17043,0.16975,0.1512,0.1339,0.12579,0.1183,0.092705,0.044915,-0.010716,-0.052861,-0.06835,-0.058494,-0.04076,-0.029787,-0.030372,-0.038311,-0.051415,-0.063828,-0.07245,-0.080141,-0.08793,-0.093435,-0.099436,-0.11023,-0.13102,-0.15747,-0.17618,-0.17173,-0.13672,-0.08661,-0.046994,-0.033731,-0.049726,-0.089947,-0.1433,-0.18801,-0.2044,-0.18914,-0.15685,-0.13376,-0.13513,-0.15519,-0.18069,-0.20235,-0.21539
0.13196,0.11747,0.096792,0.083745,0.089944,0.11938,0.17097,0.23832,0.30973,0.35631,0.3503,0.29383,0.21863,0.15129,0.099898,0.063571,0.04869,0.059849,0.10099,0.16021,0.20865,0.21383,0.1722,0.11009,0.051535,-0.0035168,-0.053065,-0.081884,-0.080027,-0.059595,-0.040599,-0.035666,-0.041388,-0.045305,-0.040204,-0.034213,-0.040367,-0.05845,-0.076684,-0.084942,-0.089779,-0.10142,-0.12223,-0.14343,-0.15602,-0.16177,-0.17426,-0.1993,-0.22663,-0.23781,-0.22591,-0.19845,-0.16898,-0.14584,-0.13252,-0.12894,-0.13096,-0.13142,-0.12738,-0.12156,-0.11769
0.11891,0.1193,0.12701,0.13945,0.14383,0.12887,0.10535,0.094313,0.10295,0.1189,0.12475,0.1136,0.092375,0.071709,0.062542,0.064632,0.072443,0.077176,0.07367,0.0604,0.041966,0.023862,0.0080848,-0.011689,-0.041231,-0.079409,-0.11553,-0.14089,-0.15195,-0.14934,-0.1313,-0.099181,-0.060248,-0.02234,0.013047,0.043312,0.062924,0.063384,0.045608,0.022456,0.005653,-0.010398,-0.040983,-0.085896,-0.12304,-0.13424,-0.11736,-0.08467,-0.052247,-0.034129,-0.035038,-0.048639,-0.064972,-0.075527,-0.076894,-0.074988,-0.0748,-0.073688,-0.063099,-0.042772,-0.025981
-0.02739,-0.0019982,0.028133,0.045948,0.053938,0.064727,0.08479,0.10502,0.10898,0.092931,0.070352,0.058737,0.0608,0.063451,0.055127,0.038591,0.028429,0.031366,0.045547,0.067577,0.097322,0.13045,0.1549,0.15605,0.12939,0.081772,0.028023,-0.021496,-0.059653,-0.082742,-0.086143,-0.072449,-0.050692,-0.030557,-0.014232,-0.0013719,0.0090383,0.017627,0.021168,0.014502,-0.0019604,-0.024784,-0.051029,-0.08147,-0.10932,-0.12094,-0.10959,-0.080342,-0.047735,-0.027196,-0.026539,-0.045469,-0.075612,-0.10198,-0.1111,-0.10577,-0.097063,-0.088387,-0.07654,-0.061598,-0.051523
0.049168,0.063136,0.085907,0.11033,0.13123,0.15227,0.17813,0.20434,0.21945,0.21806,0.21428,0.22599,0.25833,0.2939,0.30975,0.29726,0.27282,0.25809,0.25685,0.25542,0.24746,0.22957,0.1906,0.1194,0.030291,-0.038122,-0.059023,-0.04808,-0.037842,-0.046649,-0.064025,-0.072351,-0.061667,-0.038717,-0.025562,-0.036964,-0.061498,-0.082619,-0.09697,-0.11995,-0.16324,-0.22344,-0.27974,-0.30263,-0.28131,-0.23152,-0.17953,-0.14734,-0.14018,-0.14466,-0.13816,-0.10941,-0.076396,-0.067639,-0.10013,-0.16182,-0.22497,-0.26487,-0.2703,-0.24877,-0.22593
0.071857,0.07658,0.076109,0.061766,0.031541,-0.0071069,-0.044377,-0.074328,-0.092198,-0.096069,-0.086214,-0.069503,-0.055973,-0.049076,-0.046119,-0.040869,-0.028596,-0.010063,0.0099171,0.024929,0.030895,0.0316,0.035175,0.04405,0.050776,0.052185,0.052863,0.05338,0.048693,0.039464,0.033741,0.036186,0.043067,0.047805,0.046645,0.041976,0.037686,0.036184,0.037014,0.037925,0.037104,0.036114,0.038947,0.047835,0.058788,0.064493,0.055226,0.02544,-0.018708,-0.05841,-0.080079,-0.08362,-0.076208,-0.063698,-0.052535,-0.04924,-0.05616,-0.068262,-0.078497,-0.083404,-0.084642
0.39483,0.39512,0.37461,0.31759,0.23,0.14094,0.081653,0.067173,0.096519,0.15449,0.21663,0.26036,0.27092,0.2528,0.21766,0.17321,0.12579,0.082512,0.052711,0.040155,0.037706,0.031538,0.0040261,-0.047555,-0.10091,-0.13091,-0.13486,-0.12505,-0.098257,-0.045753,0.024188,0.082226,0.1011,0.078731,0.038854,0.0081851,-0.006309,-0.019527,-0.045316,-0.082315,-0.11861,-0.14459,-0.15856,-0.16406,-0.1684,-0.17691,-0.19205,-0.21123,-0.22367,-0.21614,-0.191,-0.16417,-0.15352,-0.16477,-0.18619,-0.19622,-0.18529,-0.16146,-0.13524,-0.11005,-0.093322
0.11925,0.10369,0.079861,0.057369,0.04093,0.032719,0.037127,0.05673,0.088877,0.11965,0.13438,0.12952,0.11895,0.12451,0.16929,0.25092,0.34281,0.41113,0.42896,0.38497,0.29341,0.19091,0.10538,0.034537,-0.028979,-0.083966,-0.12243,-0.13205,-0.11352,-0.084167,-0.065025,-0.057954,-0.048337,-0.026624,0.0034302,0.024704,0.016494,-0.022234,-0.069176,-0.095976,-0.089588,-0.058331,-0.023054,-0.0010383,0.0039987,-0.0078513,-0.035666,-0.070388,-0.099699,-0.11769,-0.12689,-0.13365,-0.14546,-0.16406,-0.18748,-0.21475,-0.24549,-0.27598,-0.30231,-0.32195,-0.33276
0.15547,0.16539,0.16919,0.15697,0.13593,0.12208,0.12711,0.14918,0.17636,0.19793,0.21199,0.21347,0.1914,0.14232,0.086535,0.058286,0.074739,0.12516,0.19128,0.25178,0.28417,0.27752,0.24558,0.21315,0.18803,0.1571,0.10627,0.034103,-0.039878,-0.093311,-0.12054,-0.13619,-0.15357,-0.17122,-0.17915,-0.17248,-0.15715,-0.14544,-0.14634,-0.15453,-0.1599,-0.15664,-0.13831,-0.099247,-0.049327,-0.014933,-0.024298,-0.075491,-0.14064,-0.18999,-0.21432,-0.22149,-0.2156,-0.19699,-0.17118,-0.14746,-0.13576,-0.13591,-0.14237,-0.15126,-0.15755
