0.0058645,-0.0069246,-0.029157,-0.056214,-0.080847,-0.093473,-0.096902,-0.099576,-0.10769,-0.12507,-0.15206,-0.18388,-0.21455,-0.23406,-0.23383,-0.20559,-0.15486,-0.09869,-0.0509,-0.018445,-0.00038898,0.012929,0.034183,0.071129,0.10966,0.1311,0.12992,0.10878,0.079571,0.061494,0.060303,0.065135,0.059869,0.042499,0.02175,0.0098414,0.0069083,0.0013603,-0.0139,-0.027687,-0.03329,-0.034627,-0.042914,-0.070457,-0.11591,-0.16055,-0.18927,-0.20172,-0.20927,-0.22543,-0.26195,-0.3134,-0.35645,-0.37039,-0.35428,-0.32772,-0.31386,-0.31577,-0.31966,-0.31691,-0.31207,0.29093,0.3571,0.44795,0.51419,0.518,0.45032,0.35525,0.2964,0.29969,0.34534,0.38495,0.38421,0.35048,0.31417,0.289,0.27121,0.26107,0.25601,0.24089,0.21516,0.20316,0.24128,0.34983,0.49405,0.60273,0.62344,0.55455,0.43658,0.32327,0.25733,0.25385,0.29482,0.3559,0.43309,0.52765,0.6119,0.64339,0.62042,0.58226,0.5486,0.50818,0.44913,0.37493,0.29497,0.22794,0.20131,0.21122,0.2307,0.22569,0.18747,0.13352,0.10863,0.16532,0.28733,0.38561,0.39196,0.31017,0.19479,0.089979,0.024207,-0.001299
0.79502,0.79007,0.72615,0.58545,0.4218,0.29902,0.23688,0.21459,0.19577,0.16626,0.1338,0.10496,0.080435,0.063838,0.059951,0.064039,0.064883,0.069606,0.08778,0.12122,0.15608,0.16517,0.13318,0.07171,0.0090509,-0.040731,-0.088621,-0.13753,-0.17816,-0.19454,-0.18622,-0.16709,-0.14805,-0.12919,-0.10924,-0.09194,-0.079534,-0.067855,-0.055029,-0.040892,-0.028461,-0.019483,-0.018924,-0.029329,-0.049806,-0.076681,-0.10378,-0.12605,-0.1414,-0.14915,-0.15432,-0.16041,-0.17117,-0.18218,-0.18537,-0.176,-0.1564,-0.13435,-0.11525,-0.10043,-0.092562,0.0047936,0.0016485,-0.0086068,-0.032318,-0.071319,-0.11555,-0.14411,-0.1378,-0.098191,-0.049859,-0.013688,0.0072476,0.016907,0.010823,-0.017748,-0.065191,-0.11716,-0.15952,-0.18563,-0.19939,-0.20676,-0.21642,-0.23034,-0.24254,-0.24105,-0.22137,-0.1881,-0.15854,-0.14876,-0.1594,-0.17608,-0.1862,-0.18395,-0.17164,-0.15448,-0.14005,-0.12866,-0.11618,-0.099574,-0.084582,-0.083235,-0.099733,-0.12564,-0.14878,-0.16526,-0.18067,-0.2008,-0.22517,-0.24926,-0.27287,-0.2965,-0.31601,-0.32784,-0.33187,-0.32964,-0.32483,-0.33041,-0.35867,-0.40462,-0.44926,-0.47481
0.15006,0.13643,0.12669,0.13153,0.15138,0.17902,0.19926,0.19521,0.15879,0.10855,0.078127,0.09411,0.15358,0.22632,0.27471,0.27243,0.21634,0.13513,0.069715,0.041196,0.036075,0.026888,0.0062458,0.0034266,0.038886,0.095214,0.13225,0.11563,0.037512,-0.075505,-0.16884,-0.19676,-0.1606,-0.092593,-0.024384,0.020582,0.023537,-0.012466,-0.052821,-0.067101,-0.062472,-0.061394,-0.077187,-0.11215,-0.15011,-0.16682,-0.15422,-0.12988,-0.1149,-0.10938,-0.096693,-0.064863,-0.03701,-0.039816,-0.069541,-0.099501,-0.10876,-0.087433,-0.039449,0.011553,0.040266,0.16562,0.13314,0.10354,0.11089,0.16062,0.21164,0.22768,0.21044,0.17516,0.13299,0.087352,0.048414,0.014711,-0.026499,-0.070214,-0.09943,-0.093699,-0.053944,-0.0066136,0.040685,0.10669,0.17605,0.18041,0.083504,-0.056847,-0.15673,-0.17884,-0.14625,-0.10904,-0.1011,-0.11017,-0.10827,-0.082343,-0.044657,-0.015467,-0.007004,-0.0079493,-0.0010206,0.010538,0.001765,-0.043424,-0.10211,-0.12294,-0.081096,0.00067755,0.060787,0.050771,-0.026168,-0.12507,-0.20458,-0.2596,-0.29949,-0.31952,-0.31496,-0.28696,-0.24802,-0.20642,-0.16745,-0.13441,-0.1065,-0.087087
-0.11802,-0.12104,-0.1281,-0.13254,-0.12833,-0.12454,-0.13356,-0.15956,-0.19355,-0.21315,-0.1981,-0.14977,-0.090782,-0.044838,-0.019168,-0.0047239,0.013663,0.045501,0.084004,0.10986,0.1109,0.089526,0.052528,0.0084284,-0.030992,-0.054818,-0.066859,-0.072335,-0.070039,-0.058788,-0.045728,-0.041301,-0.051326,-0.067533,-0.076924,-0.068846,-0.048716,-0.028121,-0.017973,-0.024416,-0.04992,-0.087596,-0.1211,-0.13448,-0.1273,-0.10806,-0.094533,-0.10127,-0.13452,-0.18883,-0.2501,-0.30235,-0.33408,-0.34466,-0.33992,-0.325,-0.30752,-0.29561,-0.29678,-0.31268,-0.33004,0.090996,0.12113,0.17341,0.23432,0.28194,0.28761,0.24299,0.16991,0.10074,0.060939,0.055324,0.058687,0.05288,0.048885,0.063187,0.086873,0.095943,0.082208,0.059297,0.056705,0.10432,0.20108,0.31146,0.38819,0.40959,0.37959,0.32782,0.29362,0.30067,0.34101,0.37919,0.38688,0.37387,0.36066,0.35026,0.31856,0.25481,0.17924,0.11455,0.067583,0.029588,-0.0091323,-0.046195,-0.071178,-0.077866,-0.069043,-0.049644,-0.018733,0.017119,0.045102,0.058936,0.073046,0.09302,0.1057,0.094044,0.055358,0.0062175,-0.030607,-0.043922,-0.041886,-0.040156
0.21373,0.19592,0.1589,0.11076,0.080451,0.091101,0.12654,0.1428,0.11721,0.071004,0.034741,0.023393,0.043048,0.083325,0.1168,0.12005,0.082086,0.014674,-0.060788,-0.1264,-0.16584,-0.1584,-0.097571,-0.0026632,0.096979,0.17984,0.2159,0.18442,0.099213,0.0019542,-0.069921,-0.10768,-0.12475,-0.1349,-0.13819,-0.12086,-0.074716,-0.010624,0.049842,0.07708,0.057489,0.00014171,-0.060828,-0.099377,-0.1221,-0.14006,-0.13985,-0.10641,-0.047834,-0.00087281,0.0029237,-0.049743,-0.13552,-0.19996,-0.21057,-0.17545,-0.11875,-0.060373,-0.015049,0.0073744,0.013414,0.12438,0.13692,0.17202,0.21801,0.25373,0.27085,0.3014,0.36577,0.4106,0.37343,0.26037,0.15275,0.12472,0.17219,0.24222,0.28516,0.28583,0.24993,0.18024,0.10097,0.043666,0.029797,0.044675,0.062019,0.05559,0.012401,-0.067062,-0.1512,-0.19847,-0.18571,-0.13867,-0.10001,-0.10707,-0.14865,-0.19146,-0.21565,-0.2344,-0.26018,-0.27234,-0.22151,-0.09786,0.055379,0.17433,0.24434,0.28813,0.32559,0.35385,0.35572,0.31705,0.24075,0.13751,0.022543,-0.091561,-0.1781,-0.20718,-0.17927,-0.13118,-0.10252,-0.10283,-0.11833,-0.13173
0.10007,0.090182,0.066319,0.028057,-0.010762,-0.041199,-0.061192,-0.07113,-0.068922,-0.039546,0.040906,0.18761,0.37407,0.50826,0.5105,0.39519,0.25314,0.15701,0.1057,0.060128,-0.0026251,-0.075107,-0.12797,-0.15268,-0.15855,-0.14995,-0.12543,-0.092015,-0.071656,-0.070162,-0.069724,-0.055016,-0.030109,-0.012256,-0.015643,-0.047906,-0.10238,-0.15131,-0.16091,-0.11959,-0.067335,-0.053976,-0.086767,-0.12058,-0.10092,-0.016803,0.096054,0.18053,0.2004,0.16326,0.088943,-0.0066768,-0.11239,-0.21223,-0.28036,-0.2992,-0.26575,-0.20125,-0.14055,-0.10394,-0.091136,0.15846,0.26081,0.38512,0.43696,0.396,0.32302,0.27538,0.25628,0.23399,0.18301,0.12038,0.095054,0.13937,0.23274,0.32563,0.36751,0.32668,0.21551,0.091138,0.0085477,-0.0078726,0.027518,0.086829,0.13901,0.17302,0.18304,0.15617,0.09779,0.05637,0.075832,0.13613,0.16149,0.10586,-0.0034135,-0.085481,-0.095831,-0.064619,-0.047608,-0.0628,-0.08063,-0.071578,-0.038007,-0.00097009,0.02983,0.060916,0.090783,0.10538,0.09633,0.075802,0.066288,0.060305,0.011783,-0.11124,-0.27896,-0.4235,-0.50324,-0.52292,-0.5123,-0.50111,-0.49961,-0.50384
0.042557,0.041042,0.042629,0.0474,0.053561,0.052003,0.036576,0.0089039,-0.018897,-0.03233,-0.016844,0.034218,0.11693,0.20843,0.27205,0.26671,0.18505,0.064395,-0.04294,-0.11248,-0.14188,-0.1314,-0.082553,-0.0050312,0.088888,0.1703,0.20195,0.16701,0.086117,-0.0015095,-0.068908,-0.11123,-0.13479,-0.1438,-0.13604,-0.11709,-0.095132,-0.075639,-0.065831,-0.069808,-0.076022,-0.072386,-0.059006,-0.043332,-0.030931,-0.019625,-0.0072871,0.0073831,0.030662,0.066851,0.11844,0.17889,0.22731,0.23798,0.20273,0.1319,0.036602,-0.073096,-0.17371,-0.24135,-0.27225,0.3603,0.35531,0.32864,0.28385,0.24639,0.23216,0.22714,0.19891,0.12977,0.033907,-0.049051,-0.096265,-0.11026,-0.11022,-0.11473,-0.12804,-0.1267,-0.094953,-0.050051,-0.018457,-0.011865,-0.031194,-0.060677,-0.091713,-0.13,-0.17533,-0.19855,-0.18363,-0.15363,-0.13532,-0.13508,-0.14131,-0.13009,-0.085798,-0.021556,0.019493,0.0078734,-0.051426,-0.12434,-0.17486,-0.19593,-0.19319,-0.1809,-0.18195,-0.21279,-0.26778,-0.32429,-0.36039,-0.36546,-0.34125,-0.30658,-0.26999,-0.22638,-0.17466,-0.13017,-0.10763,-0.10924,-0.12359,-0.14084,-0.15749,-0.16791
0.055126,0.029498,0.0055822,0.013624,0.052627,0.098055,0.11943,0.11048,0.083913,0.054333,0.042813,0.058076,0.076153,0.064531,0.02443,-0.009088,-0.019519,-0.019832,-0.024684,-0.020756,0.01903,0.093821,0.16934,0.19629,0.15445,0.06798,-0.021857,-0.087905,-0.11614,-0.099219,-0.047161,0.0082769,0.040654,0.038912,0.0058266,-0.0532,-0.12934,-0.20978,-0.27934,-0.31972,-0.32628,-0.30843,-0.27399,-0.22843,-0.17713,-0.12383,-0.059226,0.019364,0.085915,0.11672,0.11347,0.099337,0.092387,0.083789,0.072359,0.059514,0.046963,0.036963,0.032863,0.036397,0.038764,0.49365,0.5812,0.66029,0.67548,0.65603,0.64926,0.63609,0.56885,0.45964,0.35004,0.28443,0.26481,0.24454,0.16741,0.028394,-0.11421,-0.1947,-0.20374,-0.15846,-0.082408,0.026804,0.17574,0.34261,0.46123,0.45157,0.29618,0.067811,-0.13417,-0.2513,-0.28035,-0.24027,-0.15888,-0.069161,0.0072992,0.049867,0.04585,0.017164,0.0076874,0.037288,0.073476,0.083827,0.059008,0.0048739,-0.059492,-0.11436,-0.15628,-0.20366,-0.26873,-0.34552,-0.441,-0.53879,-0.59629,-0.58143,-0.50085,-0.4052,-0.34191,-0.34037,-0.39579,-0.47692,-0.54519,-0.57823
0.4952,0.48034,0.44041,0.37864,0.31159,0.25116,0.20778,0.18579,0.17525,0.16595,0.15298,0.1288,0.085064,0.027824,-0.025266,-0.06248,-0.084387,-0.095171,-0.094307,-0.082098,-0.063962,-0.049075,-0.049786,-0.07924,-0.14151,-0.21761,-0.26927,-0.27569,-0.25208,-0.22481,-0.19734,-0.1522,-0.081273,0.0024434,0.07608,0.12225,0.14231,0.14424,0.13717,0.12657,0.10632,0.058809,-0.026999,-0.12688,-0.19668,-0.21118,-0.18593,-0.16389,-0.17308,-0.2001,-0.21117,-0.18505,-0.12873,-0.057249,0.02428,0.1201,0.20944,0.25984,0.26943,0.2702,0.27715,0.089872,0.1373,0.21494,0.29298,0.34567,0.34918,0.3022,0.22617,0.13552,0.053467,-0.0070547,-0.049924,-0.10055,-0.16389,-0.21609,-0.25635,-0.30272,-0.36375,-0.42363,-0.44269,-0.40631,-0.33204,-0.25849,-0.2082,-0.18296,-0.16966,-0.1581,-0.14185,-0.10247,-0.013298,0.11447,0.24056,0.31136,0.31771,0.28393,0.23726,0.17867,0.10072,0.0080019,-0.076246,-0.12678,-0.1282,-0.11121,-0.11624,-0.15066,-0.19738,-0.23929,-0.27012,-0.2952,-0.33,-0.38638,-0.46016,-0.53726,-0.5919,-0.5954,-0.54631,-0.47312,-0.41601,-0.40402,-0.43298,-0.46696
0.16531,0.17396,0.1855,0.19583,0.2029,0.20434,0.20152,0.19897,0.20007,0.21403,0.25333,0.31433,0.36546,0.38404,0.3695,0.33447,0.29099,0.2546,0.23294,0.21235,0.17766,0.13115,0.082092,0.030155,-0.034452,-0.10889,-0.17766,-0.22994,-0.26831,-0.29784,-0.31353,-0.30768,-0.27715,-0.23089,-0.18578,-0.15369,-0.1386,-0.13335,-0.12543,-0.10827,-0.091009,-0.095054,-0.12774,-0.17013,-0.19355,-0.1885,-0.17457,-0.17628,-0.1959,-0.21189,-0.20471,-0.18152,-0.16248,-0.16482,-0.19382,-0.23825,-0.2733,-0.27834,-0.25164,-0.21201,-0.1828,0.88319,0.77035,0.57796,0.37692,0.24649,0.21131,0.23278,0.24987,0.23053,0.17157,0.10374,0.049832,0.0033623,-0.037744,-0.039923,0.0095669,0.095109,0.20542,0.34545,0.48734,0.57059,0.54965,0.41582,0.21142,0.0064591,-0.14738,-0.2283,-0.24188,-0.19676,-0.10088,0.031321,0.16305,0.22166,0.16189,0.018779,-0.11195,-0.16612,-0.14806,-0.10011,-0.0501,-0.0089163,0.022777,0.057979,0.11286,0.19074,0.27587,0.33863,0.33522,0.22754,0.044353,-0.13246,-0.22523,-0.22133,-0.16378,-0.085214,-0.0037393,0.063744,0.10635,0.14486,0.19524,0.23431
